product category; product name; product description; price; product option; option value;nothing useful; product option; option value 
shirt;Fruit of the Loom Men's Pocket T-Shirt;;19;color;maroon;;size;x-large
shirt;Fruit of the Loom Men's Pocket T-Shirt;;19;color;yellow;;size;small
shirt;Fruit of the Loom Men's Pocket T-Shirt;;19;color;yellow;;size;medium
shirt;Fruit of the Loom Men's Pocket T-Shirt;;19;color;yellow;;size;large
shirt;Fruit of the Loom Men's Pocket T-Shirt;;19;color;yellow;;size;x-large
shirt;Fruit of the Loom Men's Pocket T-Shirt;;19;color;gray;;size;small
shirt;Fruit of the Loom Men's Pocket T-Shirt;;19;color;gray;;size;medium
shirt;Fruit of the Loom Men's Pocket T-Shirt;;19;color;gray;;size;large
shirt;Fruit of the Loom Men's Pocket T-Shirt;;19;color;gray;;size;x-large
shirt;Fruit of the Loom Men's Pocket T-Shirt;;19;color;sky blue;;size;small
shirt;Fruit of the Loom Men's Pocket T-Shirt;;19;color;sky blue;;size;medium
shirt;Fruit of the Loom Men's Pocket T-Shirt;;19;color;sky blue;;size;large
shirt;Fruit of the Loom Men's Pocket T-Shirt;;19;color;sky blue;;size;x-large
shirt;Fruit of the Loom Men's Short Sleeve Crew Tee;;9;color;gray;;size;small
shirt;Fruit of the Loom Men's Short Sleeve Crew Tee;;9;color;gray;;size;medium
shirt;Fruit of the Loom Men's Short Sleeve Crew Tee;;9;color;gray;;size;large
shirt;Fruit of the Loom Men's Short Sleeve Crew Tee;;9;color;gray;;size;x-large
shirt;Fruit of the Loom Men's Short Sleeve Crew Tee;;9;color;sky blue;;size;small
shirt;Fruit of the Loom Men's Short Sleeve Crew Tee;;9;color;sky blue;;size;medium
shirt;Fruit of the Loom Men's Short Sleeve Crew Tee;;9;color;sky blue;;size;large
shirt;Fruit of the Loom Men's Short Sleeve Crew Tee;;9;color;sky blue;;size;x-large
shirt;Fruit of the Loom Men's Short Sleeve Crew Tee;;9;color;purple;;size;small
shirt;Fruit of the Loom Men's Short Sleeve Crew Tee;;9;color;purple;;size;medium
shirt;Fruit of the Loom Men's Short Sleeve Crew Tee;;9;color;purple;;size;large
shirt;Fruit of the Loom Men's Short Sleeve Crew Tee;;9;color;purple;;size;x-large
shirt;Fruit of the Loom Men's Short Sleeve Crew Tee;;9;color;black;;size;small
shirt;Fruit of the Loom Men's Short Sleeve Crew Tee;;9;color;black;;size;medium
shirt;Fruit of the Loom Men's Short Sleeve Crew Tee;;9;color;black;;size;large
shirt;Fruit of the Loom Men's Short Sleeve Crew Tee;;9;color;black;;size;x-large
shirt;Fruit of the Loom Men's Short Sleeve Crew Tee;;9;color;orange;;size;small
shirt;Fruit of the Loom Men's Short Sleeve Crew Tee;;9;color;orange;;size;medium
shirt;Fruit of the Loom Men's Short Sleeve Crew Tee;;9;color;orange;;size;large
shirt;Fruit of the Loom Men's Short Sleeve Crew Tee;;9;color;orange;;size;x-large
shirt;Fruit of the Loom Men's Short Sleeve Crew Tee;;9;color;hunter green;;size;small
shirt;Fruit of the Loom Men's Short Sleeve Crew Tee;;9;color;hunter green;;size;medium
shirt;Fruit of the Loom Men's Short Sleeve Crew Tee;;9;color;hunter green;;size;large
shirt;Fruit of the Loom Men's Short Sleeve Crew Tee;;9;color;hunter green;;size;x-large
shirt;Fruit Of The Loom Short Sleeve 5.6 oz Heavy Cotton T-Shirt ;;12;color;gray;;size;small
shirt;Fruit Of The Loom Short Sleeve 5.6 oz Heavy Cotton T-Shirt ;;12;color;gray;;size;medium
shirt;Fruit Of The Loom Short Sleeve 5.6 oz Heavy Cotton T-Shirt ;;12;color;gray;;size;large
shirt;Fruit Of The Loom Short Sleeve 5.6 oz Heavy Cotton T-Shirt ;;12;color;gray;;size;x-large
shirt;Fruit Of The Loom Short Sleeve 5.6 oz Heavy Cotton T-Shirt ;;12;color;purple;;size;small
shirt;Fruit Of The Loom Short Sleeve 5.6 oz Heavy Cotton T-Shirt ;;12;color;purple;;size;medium
shirt;Fruit Of The Loom Short Sleeve 5.6 oz Heavy Cotton T-Shirt ;;12;color;purple;;size;large
shirt;Fruit Of The Loom Short Sleeve 5.6 oz Heavy Cotton T-Shirt ;;12;color;purple;;size;x-large
shirt;Fruit Of The Loom Short Sleeve 5.6 oz Heavy Cotton T-Shirt ;;12;color;red;;size;small
shirt;Fruit Of The Loom Short Sleeve 5.6 oz Heavy Cotton T-Shirt ;;12;color;red;;size;medium
shirt;Fruit Of The Loom Short Sleeve 5.6 oz Heavy Cotton T-Shirt ;;12;color;red;;size;large
shirt;Fruit Of The Loom Short Sleeve 5.6 oz Heavy Cotton T-Shirt ;;12;color;red;;size;x-large
shirt;Fruit Of The Loom Short Sleeve 5.6 oz Heavy Cotton T-Shirt ;;12;color;maroon;;size;small
shirt;Fruit Of The Loom Short Sleeve 5.6 oz Heavy Cotton T-Shirt ;;12;color;maroon;;size;medium
shirt;Fruit Of The Loom Short Sleeve 5.6 oz Heavy Cotton T-Shirt ;;12;color;maroon;;size;large
shirt;Fruit Of The Loom Short Sleeve 5.6 oz Heavy Cotton T-Shirt ;;12;color;maroon;;size;x-large
shirt;Fruit Of The Loom Short Sleeve 5.6 oz Heavy Cotton T-Shirt ;;12;color;yellow;;size;small
shirt;Fruit Of The Loom Short Sleeve 5.6 oz Heavy Cotton T-Shirt ;;12;color;yellow;;size;medium
shirt;Fruit Of The Loom Short Sleeve 5.6 oz Heavy Cotton T-Shirt ;;12;color;yellow;;size;large
shirt;Fruit Of The Loom Short Sleeve 5.6 oz Heavy Cotton T-Shirt ;;12;color;yellow;;size;x-large
shirt;Fruit Of The Loom Short Sleeve 5.6 oz Heavy Cotton T-Shirt ;;12;color;sky blue;;size;small
shirt;Fruit Of The Loom Short Sleeve 5.6 oz Heavy Cotton T-Shirt ;;12;color;sky blue;;size;medium
shirt;Fruit Of The Loom Short Sleeve 5.6 oz Heavy Cotton T-Shirt ;;12;color;sky blue;;size;large
shirt;Fruit Of The Loom Short Sleeve 5.6 oz Heavy Cotton T-Shirt ;;12;color;sky blue;;size;x-large
shirt;Fruit of the Loom Short Sleeve Shirt;100% Cotton;;color;purple;;size;small
shirt;Fruit of the Loom Short Sleeve Shirt;100% Cotton;;color;purple;;size;medium
shirt;Fruit of the Loom Short Sleeve Shirt;100% Cotton;;color;purple;;size;large
shirt;Fruit of the Loom Short Sleeve Shirt;100% Cotton;;color;purple;;size;x-large
shirt;Fruit of the Loom Short Sleeve Shirt;100% Cotton;;color;yellow;;size;small
shirt;Fruit of the Loom Short Sleeve Shirt;100% Cotton;;color;yellow;;size;medium
shirt;Fruit of the Loom Short Sleeve Shirt;100% Cotton;;color;yellow;;size;large
shirt;Fruit of the Loom Short Sleeve Shirt;100% Cotton;;color;yellow;;size;x-large
shirt;Fruit of the Loom Short Sleeve Shirt;100% Cotton;;color;hunter green;;size;small
shirt;Fruit of the Loom Short Sleeve Shirt;100% Cotton;;color;hunter green;;size;medium
shirt;Fruit of the Loom Short Sleeve Shirt;100% Cotton;;color;hunter green;;size;large
shirt;Fruit of the Loom Short Sleeve Shirt;100% Cotton;;color;hunter green;;size;x-large
shirt;Gildan G800 DryBlend Short Sleeve T-Shirt;;11;color;purple;;size;small
shirt;Gildan G800 DryBlend Short Sleeve T-Shirt;;11;color;purple;;size;medium
shirt;Gildan G800 DryBlend Short Sleeve T-Shirt;;11;color;purple;;size;large
shirt;Gildan G800 DryBlend Short Sleeve T-Shirt;;11;color;purple;;size;x-large
shirt;Gildan G800 DryBlend Short Sleeve T-Shirt;;11;color;sky blue;;size;small
shirt;Gildan G800 DryBlend Short Sleeve T-Shirt;;11;color;sky blue;;size;medium
shirt;Gildan G800 DryBlend Short Sleeve T-Shirt;;11;color;sky blue;;size;large
shirt;Gildan G800 DryBlend Short Sleeve T-Shirt;;11;color;sky blue;;size;x-large
shirt;Gildan G800 DryBlend Short Sleeve T-Shirt;;11;color;black;;size;small
shirt;Gildan G800 DryBlend Short Sleeve T-Shirt;;11;color;black;;size;medium
shirt;Gildan G800 DryBlend Short Sleeve T-Shirt;;11;color;black;;size;large
shirt;Gildan G800 DryBlend Short Sleeve T-Shirt;;11;color;black;;size;x-large
shirt;Gildan G8000 Adult 50/50 Tee;;19;color;black;;size;small
shirt;Gildan G8000 Adult 50/50 Tee;;19;color;black;;size;medium
shirt;Gildan G8000 Adult 50/50 Tee;;19;color;black;;size;large
shirt;Gildan G8000 Adult 50/50 Tee;;19;color;black;;size;x-large
shirt;Gildan G8000 Adult 50/50 Tee;;19;color;hunter green;;size;small
shirt;Gildan G8000 Adult 50/50 Tee;;19;color;hunter green;;size;medium
shirt;Gildan G8000 Adult 50/50 Tee;;19;color;hunter green;;size;large
shirt;Gildan G8000 Adult 50/50 Tee;;19;color;hunter green;;size;x-large
shirt;Gildan G8000 Adult 50/50 Tee;;19;color;gray;;size;small
shirt;Gildan G8000 Adult 50/50 Tee;;19;color;gray;;size;medium
shirt;Gildan G8000 Adult 50/50 Tee;;19;color;gray;;size;large
shirt;Gildan G8000 Adult 50/50 Tee;;19;color;gray;;size;x-large
shirt;Gildan G8000 Adult 50/50 Tee;;19;color;pink;;size;small
shirt;Gildan G8000 Adult 50/50 Tee;;19;color;pink;;size;medium
shirt;Gildan G8000 Adult 50/50 Tee;;19;color;pink;;size;large
shirt;Gildan G8000 Adult 50/50 Tee;;19;color;pink;;size;x-large
shirt;Gildan G8000 Adult 50/50 Tee;;19;color;sky blue;;size;small
shirt;Gildan G8000 Adult 50/50 Tee;;19;color;sky blue;;size;medium
shirt;Gildan G8000 Adult 50/50 Tee;;19;color;sky blue;;size;large
shirt;Gildan G8000 Adult 50/50 Tee;;19;color;sky blue;;size;x-large
shirt;Gildan G8000 Adult 50/50 Tee;;19;color;royal blue;;size;small
shirt;Gildan G8000 Adult 50/50 Tee;;19;color;royal blue;;size;medium
shirt;Gildan G8000 Adult 50/50 Tee;;19;color;royal blue;;size;large
shirt;Gildan G8000 Adult 50/50 Tee;;19;color;royal blue;;size;x-large
shirt;Gildan Men's ;Heavy Cotton 10 Pack;20;color;red;;size;small
shirt;Gildan Men's ;Heavy Cotton 10 Pack;20;color;red;;size;medium
shirt;Gildan Men's ;Heavy Cotton 10 Pack;20;color;red;;size;large
shirt;Gildan Men's ;Heavy Cotton 10 Pack;20;color;red;;size;x-large
shirt;Gildan Men's ;Heavy Cotton 10 Pack;20;color;sky blue;;size;small
shirt;Gildan Men's ;Heavy Cotton 10 Pack;20;color;sky blue;;size;medium
shirt;Gildan Men's ;Heavy Cotton 10 Pack;20;color;sky blue;;size;large
shirt;Gildan Men's ;Heavy Cotton 10 Pack;20;color;sky blue;;size;x-large
shirt;Gildan Men's ;Heavy Cotton 10 Pack;20;color;black;;size;small
shirt;Gildan Men's ;Heavy Cotton 10 Pack;20;color;black;;size;medium
shirt;Gildan Men's ;Heavy Cotton 10 Pack;20;color;black;;size;large
shirt;Gildan Men's ;Heavy Cotton 10 Pack;20;color;black;;size;x-large
shirt;Gildan Men's Classic Heavy Cotton T-Shirt;;26;color;pink;;size;small
shirt;Gildan Men's Classic Heavy Cotton T-Shirt;;26;color;pink;;size;medium
shirt;Gildan Men's Classic Heavy Cotton T-Shirt;;26;color;pink;;size;large
shirt;Gildan Men's Classic Heavy Cotton T-Shirt;;26;color;pink;;size;x-large
shirt;Gildan Men's Classic Heavy Cotton T-Shirt;;26;color;gray;;size;small
shirt;Gildan Men's Classic Heavy Cotton T-Shirt;;26;color;gray;;size;medium
shirt;Gildan Men's Classic Heavy Cotton T-Shirt;;26;color;gray;;size;large
shirt;Gildan Men's Classic Heavy Cotton T-Shirt;;26;color;gray;;size;x-large
shirt;Gildan Men's Classic Heavy Cotton T-Shirt;;26;color;royal blue;;size;small
shirt;Gildan Men's Classic Heavy Cotton T-Shirt;;26;color;royal blue;;size;medium
shirt;Gildan Men's Classic Heavy Cotton T-Shirt;;26;color;royal blue;;size;large
shirt;Gildan Men's Classic Heavy Cotton T-Shirt;;26;color;royal blue;;size;x-large
shirt;Gildan Men's Classic Heavy Cotton T-Shirt;;26;color;red;;size;small
shirt;Gildan Men's Classic Heavy Cotton T-Shirt;;26;color;red;;size;medium
shirt;Gildan Men's Classic Heavy Cotton T-Shirt;;26;color;red;;size;large
shirt;Gildan Men's Classic Heavy Cotton T-Shirt;;26;color;red;;size;x-large
shirt;Gildan Men's Classic Heavy Cotton T-Shirt;;26;color;orange;;size;small
shirt;Gildan Men's Classic Heavy Cotton T-Shirt;;26;color;orange;;size;medium
shirt;Gildan Men's Classic Heavy Cotton T-Shirt;;26;color;orange;;size;large
shirt;Gildan Men's Classic Heavy Cotton T-Shirt;;26;color;orange;;size;x-large
shirt;Gildan Men's DryBlend T-Shirt;;21;color;orange;;size;small
shirt;Gildan Men's DryBlend T-Shirt;;21;color;orange;;size;medium
shirt;Gildan Men's DryBlend T-Shirt;;21;color;orange;;size;large
shirt;Gildan Men's DryBlend T-Shirt;;21;color;orange;;size;x-large
shirt;Gildan Men's DryBlend T-Shirt;;21;color;hunter green;;size;small
shirt;Gildan Men's DryBlend T-Shirt;;21;color;hunter green;;size;medium
shirt;Gildan Men's DryBlend T-Shirt;;21;color;hunter green;;size;large
shirt;Gildan Men's DryBlend T-Shirt;;21;color;hunter green;;size;x-large
shirt;Gildan Men's DryBlend T-Shirt;;21;color;maroon;;size;small
shirt;Gildan Men's DryBlend T-Shirt;;21;color;maroon;;size;medium
shirt;Gildan Men's DryBlend T-Shirt;;21;color;maroon;;size;large
shirt;Gildan Men's DryBlend T-Shirt;;21;color;maroon;;size;x-large
shirt;Gildan Men's DryBlend T-Shirt;;21;color;gray;;size;small
shirt;Gildan Men's DryBlend T-Shirt;;21;color;gray;;size;medium
shirt;Gildan Men's DryBlend T-Shirt;;21;color;gray;;size;large
shirt;Gildan Men's DryBlend T-Shirt;;21;color;gray;;size;x-large
shirt;Gildan Men's DryBlend T-Shirt;;21;color;black;;size;small
shirt;Gildan Men's DryBlend T-Shirt;;21;color;black;;size;medium
shirt;Gildan Men's DryBlend T-Shirt;;21;color;black;;size;large
shirt;Gildan Men's DryBlend T-Shirt;;21;color;black;;size;x-large
shirt;Gildan Men's DryBlend T-Shirt;;21;color;pink;;size;small
shirt;Gildan Men's DryBlend T-Shirt;;21;color;pink;;size;medium
shirt;Gildan Men's DryBlend T-Shirt;;21;color;pink;;size;large
shirt;Gildan Men's DryBlend T-Shirt;;21;color;pink;;size;x-large
shirt;Gildan Men's DryBlend T-Shirt;;21;color;yellow;;size;small
shirt;Gildan Men's DryBlend T-Shirt;;21;color;yellow;;size;medium
shirt;Gildan Men's DryBlend T-Shirt;;21;color;yellow;;size;large
shirt;Gildan Men's DryBlend T-Shirt;;21;color;yellow;;size;x-large
shirt;Gildan Men's DryBlend T-Shirt;;21;color;sky blue;;size;small
shirt;Gildan Men's DryBlend T-Shirt;;21;color;sky blue;;size;medium
shirt;Gildan Men's DryBlend T-Shirt;;21;color;sky blue;;size;large
shirt;Gildan Men's DryBlend T-Shirt;;21;color;sky blue;;size;x-large
shirt;Gildan Men's DryBlend T-Shirt;;21;color;purple;;size;small
shirt;Gildan Men's DryBlend T-Shirt;;21;color;purple;;size;medium
shirt;Gildan Men's DryBlend T-Shirt;;21;color;purple;;size;large
shirt;Gildan Men's DryBlend T-Shirt;;21;color;purple;;size;x-large
shirt;Gildan Men's G240 Ultra Cotton Long Sleeve T-Shirt;;16;color;gray;;size;small
shirt;Gildan Men's G240 Ultra Cotton Long Sleeve T-Shirt;;16;color;gray;;size;medium
shirt;Gildan Men's G240 Ultra Cotton Long Sleeve T-Shirt;;16;color;gray;;size;large
shirt;Gildan Men's G240 Ultra Cotton Long Sleeve T-Shirt;;16;color;gray;;size;x-large
shirt;Gildan Men's G240 Ultra Cotton Long Sleeve T-Shirt;;16;color;black;;size;small
shirt;Gildan Men's G240 Ultra Cotton Long Sleeve T-Shirt;;16;color;black;;size;medium
shirt;Gildan Men's G240 Ultra Cotton Long Sleeve T-Shirt;;16;color;black;;size;large
shirt;Gildan Men's G240 Ultra Cotton Long Sleeve T-Shirt;;16;color;black;;size;x-large
shirt;Gildan Men's G240 Ultra Cotton Long Sleeve T-Shirt;;16;color;orange;;size;small
shirt;Gildan Men's G240 Ultra Cotton Long Sleeve T-Shirt;;16;color;orange;;size;medium
shirt;Gildan Men's G240 Ultra Cotton Long Sleeve T-Shirt;;16;color;orange;;size;large
shirt;Gildan Men's G240 Ultra Cotton Long Sleeve T-Shirt;;16;color;orange;;size;x-large
shirt;Gildan Men's G240 Ultra Cotton Long Sleeve T-Shirt;;16;color;royal blue;;size;small
shirt;Gildan Men's G240 Ultra Cotton Long Sleeve T-Shirt;;16;color;royal blue;;size;medium
shirt;Gildan Men's G240 Ultra Cotton Long Sleeve T-Shirt;;16;color;royal blue;;size;large
shirt;Gildan Men's G240 Ultra Cotton Long Sleeve T-Shirt;;16;color;royal blue;;size;x-large
shirt;Gildan Men's G240 Ultra Cotton Long Sleeve T-Shirt;;16;color;sky blue;;size;small
shirt;Gildan Men's G240 Ultra Cotton Long Sleeve T-Shirt;;16;color;sky blue;;size;medium
shirt;Gildan Men's G240 Ultra Cotton Long Sleeve T-Shirt;;16;color;sky blue;;size;large
shirt;Gildan Men's G240 Ultra Cotton Long Sleeve T-Shirt;;16;color;sky blue;;size;x-large
shirt;Gildan Men's Heavy Cotton T-Shirt;;21;color;purple;;size;small
shirt;Gildan Men's Heavy Cotton T-Shirt;;21;color;purple;;size;medium
shirt;Gildan Men's Heavy Cotton T-Shirt;;21;color;purple;;size;large
shirt;Gildan Men's Heavy Cotton T-Shirt;;21;color;purple;;size;x-large
shirt;Gildan Men's Heavy Cotton T-Shirt;;21;color;pink;;size;small
shirt;Gildan Men's Heavy Cotton T-Shirt;;21;color;pink;;size;medium
shirt;Gildan Men's Heavy Cotton T-Shirt;;21;color;pink;;size;large
shirt;Gildan Men's Heavy Cotton T-Shirt;;21;color;pink;;size;x-large
shirt;Gildan Men's Heavy Cotton T-Shirt;;21;color;sky blue;;size;small
shirt;Gildan Men's Heavy Cotton T-Shirt;;21;color;sky blue;;size;medium
shirt;Gildan Men's Heavy Cotton T-Shirt;;21;color;sky blue;;size;large
shirt;Gildan Men's Heavy Cotton T-Shirt;;21;color;sky blue;;size;x-large
shirt;Gildan Men's Heavy Cotton T-Shirt;;21;color;yellow;;size;small
shirt;Gildan Men's Heavy Cotton T-Shirt;;21;color;yellow;;size;medium
shirt;Gildan Men's Heavy Cotton T-Shirt;;21;color;yellow;;size;large
shirt;Gildan Men's Heavy Cotton T-Shirt;;21;color;yellow;;size;x-large
shirt;Gildan Men's Heavy Cotton T-Shirt;;21;color;black;;size;small
shirt;Gildan Men's Heavy Cotton T-Shirt;;21;color;black;;size;medium
shirt;Gildan Men's Heavy Cotton T-Shirt;;21;color;black;;size;large
shirt;Gildan Men's Heavy Cotton T-Shirt;;21;color;black;;size;x-large
shirt;Gildan Men's Ultra Cotton Long Sleeve Crewneck T-Shirt;;16;color;red;;size;small
shirt;Gildan Men's Ultra Cotton Long Sleeve Crewneck T-Shirt;;16;color;red;;size;medium
shirt;Gildan Men's Ultra Cotton Long Sleeve Crewneck T-Shirt;;16;color;red;;size;large
shirt;Gildan Men's Ultra Cotton Long Sleeve Crewneck T-Shirt;;16;color;red;;size;x-large
shirt;Gildan Men's Ultra Cotton Long Sleeve Crewneck T-Shirt;;16;color;pink;;size;small
shirt;Gildan Men's Ultra Cotton Long Sleeve Crewneck T-Shirt;;16;color;pink;;size;medium
shirt;Gildan Men's Ultra Cotton Long Sleeve Crewneck T-Shirt;;16;color;pink;;size;large
shirt;Gildan Men's Ultra Cotton Long Sleeve Crewneck T-Shirt;;16;color;pink;;size;x-large
shirt;Gildan Men's Ultra Cotton Long Sleeve Crewneck T-Shirt;;16;color;hunter green;;size;small
shirt;Gildan Men's Ultra Cotton Long Sleeve Crewneck T-Shirt;;16;color;hunter green;;size;medium
shirt;Gildan Men's Ultra Cotton Long Sleeve Crewneck T-Shirt;;16;color;hunter green;;size;large
shirt;Gildan Men's Ultra Cotton Long Sleeve Crewneck T-Shirt;;16;color;hunter green;;size;x-large
shirt;Gildan Men's Ultra Cotton Long Sleeve Crewneck T-Shirt;;16;color;royal blue;;size;small
shirt;Gildan Men's Ultra Cotton Long Sleeve Crewneck T-Shirt;;16;color;royal blue;;size;medium
shirt;Gildan Men's Ultra Cotton Long Sleeve Crewneck T-Shirt;;16;color;royal blue;;size;large
shirt;Gildan Men's Ultra Cotton Long Sleeve Crewneck T-Shirt;;16;color;royal blue;;size;x-large
shirt;Gildan Men's Ultra Cotton Long Sleeve Crewneck T-Shirt;;16;color;orange;;size;small
shirt;Gildan Men's Ultra Cotton Long Sleeve Crewneck T-Shirt;;16;color;orange;;size;medium
shirt;Gildan Men's Ultra Cotton Long Sleeve Crewneck T-Shirt;;16;color;orange;;size;large
shirt;Gildan Men's Ultra Cotton Long Sleeve Crewneck T-Shirt;;16;color;orange;;size;x-large
shirt;Gildan Men's Ultra Cotton Long Sleeve Crewneck T-Shirt;;16;color;yellow;;size;small
shirt;Gildan Men's Ultra Cotton Long Sleeve Crewneck T-Shirt;;16;color;yellow;;size;medium
shirt;Gildan Men's Ultra Cotton Long Sleeve Crewneck T-Shirt;;16;color;yellow;;size;large
shirt;Gildan Men's Ultra Cotton Long Sleeve Crewneck T-Shirt;;16;color;yellow;;size;x-large
shirt;Gildan Men's Ultra Cotton Long Sleeve Crewneck T-Shirt;;16;color;sky blue;;size;small
shirt;Gildan Men's Ultra Cotton Long Sleeve Crewneck T-Shirt;;16;color;sky blue;;size;medium
shirt;Gildan Men's Ultra Cotton Long Sleeve Crewneck T-Shirt;;16;color;sky blue;;size;large
shirt;Gildan Men's Ultra Cotton Long Sleeve Crewneck T-Shirt;;16;color;sky blue;;size;x-large
shirt;Gildan Men's Ultra Cotton Long Sleeve Crewneck T-Shirt;;16;color;maroon;;size;small
shirt;Gildan Men's Ultra Cotton Long Sleeve Crewneck T-Shirt;;16;color;maroon;;size;medium
shirt;Gildan Men's Ultra Cotton Long Sleeve Crewneck T-Shirt;;16;color;maroon;;size;large
shirt;Gildan Men's Ultra Cotton Long Sleeve Crewneck T-Shirt;;16;color;maroon;;size;x-large
shirt;Gildan Men's Ultra Cotton Long Sleeve Crewneck T-Shirt;;16;color;purple;;size;small
shirt;Gildan Men's Ultra Cotton Long Sleeve Crewneck T-Shirt;;16;color;purple;;size;medium
